candidate_key,paper_id,bridge_extraction_id,bridge_policy_run_id,chunk_id,section,document_id,concept_id,concept_type,in_relation_calibration,automatic_status,raw_retention_lane,raw_pattern_subject,raw_pattern_relation,raw_pattern_object,effective_pattern_subject,effective_pattern_relation,effective_pattern_object,relation_strength,pattern_support_mode,evidence_scope,label,source_phrase,supporting_phrases_json,subject_evidence_phrase,relation_evidence_phrase,object_evidence_phrase,comparison_items_json,qualifiers_json,anchor_ids_json,anchor_relations_json,evidence_pointers_json,evidence_pointer_count,rejection_reason_codes_json,rejection_reason_details_json,repair_rule_ids_json,manual_decision,manual_pattern_subject,manual_pattern_relation,manual_pattern_object,manual_anchor_correct,manual_reason,manual_confidence,manual_notes,reviewer,reviewed_at
0e3c246f26aa8beba282,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:864bfb4d8138f3745e6b,[main] whole document,main,pat_hydrogen_coverage_dgh_variation,RelationPattern,True,REJECTED,accepted_pattern,hydrogen adsorption free energy,VARIES_WITH,hydrogen adsorption coverage,hydrogen adsorption free energy,VARIES_WITH,hydrogen adsorption coverage,correlational,explicit_single_span,paper_result,hydrogen-coverage-dependent adsorption free-energy variation,"Meanwhile with the increase of the hydrogen adsorption, the ΔGH is further reduced, thus the electronic structure of Pt–Ru dimer under the hydrogen adsorption plays a vital role in modulating the HER activity of Pt–Ru dimer.","[""Meanwhile with the increase of the hydrogen adsorption, the ΔGH is further reduced, thus the electronic structure of Pt–Ru dimer under the hydrogen adsorption plays a vital role in modulating the HER activity of Pt–Ru dimer.""]",the ΔGH,is further reduced,the increase of the hydrogen adsorption,[],"[{""key"": ""reaction"", ""value"": ""hydrogen evolution reaction""}, {""key"": ""system"", ""value"": ""dual-atom model""}]","[""obs_dgh_coverage""]","[""EXPRESSES_PATTERN""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": ""paragraph discussing hydrogen coverage and ΔGH"", ""page_id"": 6}]",1,"[""RELATION_CUE_MISMATCH""]","[{""code"": ""RELATION_CUE_MISMATCH"", ""detail"": ""Relation evidence does not lexically support VARIES_WITH."", ""field"": ""relation_evidence_phrase"", ""repairable"": true}]",[],,,,,,,,,,
bb0191d19dd2889aa705,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:8802334c1e07a24908e1,[main] whole document,main,concept_dual_atom_vs_single_atom_her_activity,RelationPattern,True,REJECTED,accepted_pattern,dual-atom architecture,CONTRASTS_WITH,single-atom architecture,dual-atom architecture,CONTRASTS_WITH,single-atom architecture,descriptive,explicit_single_span,paper_result,dual-atom architecture–HER-activity contrast,"In addition, the Pt–Ru dimers exhibit better HER activity than Pt single atoms.","[""In addition, the Pt–Ru dimers exhibit better HER activity than Pt single atoms.""]",Pt–Ru dimers,exhibit better HER activity than,Pt single atoms,[],"[{""key"": ""reaction"", ""value"": ""hydrogen evolution reaction""}, {""key"": ""electrolyte"", ""value"": ""0.5 M H2SO4""}]","[""obs_ptru_pt_single_activity""]","[""EXPRESSES_PATTERN""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": null, ""page_id"": 5}]",1,"[""RELATION_CUE_MISMATCH""]","[{""code"": ""RELATION_CUE_MISMATCH"", ""detail"": ""Relation evidence does not lexically support CONTRASTS_WITH."", ""field"": ""relation_evidence_phrase"", ""repairable"": true}]",[],,,,,,,,,,
bd2e2639e5d53d5c31ba,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:89725250d4a54308a1ed,[main] whole document,main,bridge_substrate_coordination_stabilizes_single_atoms,RelationPattern,True,REJECTED,accepted_pattern,bonding with C and N on substrates,PROMOTES,stabilization of metal single atoms,bonding with C and N on substrates,PROMOTES,stabilization of metal single atoms,causal_interpretive,explicit_single_span,background,substrate-coordination–single-atom-stability relation,previous studies showed that the metal single atoms can be stabilized by bonding with C and N on the substrates.,"[""previous studies showed that the metal single atoms can be stabilized by bonding with C and N on the substrates.""]",bonding with C and N on the substrates,can be stabilized by bonding with C and N on the substrates,the metal single atoms,[],"[{""key"": ""coordination_elements"", ""value"": ""C and N""}, {""key"": ""support_context"", ""value"": ""substrates""}]","[""mech_ptsa_coordination""]","[""EXPRESSES_PATTERN""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": null, ""page_id"": 10}]",1,"[""RELATION_CUE_MISMATCH""]","[{""code"": ""RELATION_CUE_MISMATCH"", ""detail"": ""Relation evidence does not lexically support PROMOTES."", ""field"": ""relation_evidence_phrase"", ""repairable"": true}]",[],,,,,,,,,,
282f1a1a7d941832757f,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:97de4f2566007b72213c,[main] whole document,main,concept_1,RelationPattern,True,REJECTED,accepted_pattern,preferred hydrogen adsorption site,VARIES_WITH,metal-site identity,preferred hydrogen adsorption site,VARIES_WITH,metal-site identity,correlational,explicit_single_span,paper_result,metal-identity–adsorption-site preference,"As for one hydrogen atom, it prefers to adsorb on the Ru atom at the adsorption energy of −3.3 eV rather than the Pt atom (−2.5 eV).","[""As for one hydrogen atom, it prefers to adsorb on the Ru atom at the adsorption energy of −3.3 eV rather than the Pt atom (−2.5 eV).""]",it prefers to adsorb on the Ru atom,prefers to adsorb,rather than the Pt atom,[],"[{""key"": ""adsorbate"", ""value"": ""hydrogen""}, {""key"": ""reaction_context"", ""value"": ""hydrogen evolution reaction""}, {""key"": ""structural_context"", ""value"": ""heteronuclear dual-atom site""}]","[""obs_h_site""]","[""EXPRESSES_PATTERN""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": null, ""page_id"": 3}]",1,"[""RELATION_CUE_MISMATCH""]","[{""code"": ""RELATION_CUE_MISMATCH"", ""detail"": ""Relation evidence does not lexically support VARIES_WITH."", ""field"": ""relation_evidence_phrase"", ""repairable"": true}]",[],,,,,,,,,,
a2ca6b3583dbe65427e2,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:97de4f2566007b72213c,[main] whole document,main,concept_2,RelationPattern,True,REJECTED,accepted_pattern,strong metal–support heteroatom interaction,PROMOTES,HER stability,strong metal–support heteroatom interaction,PROMOTES,HER stability,causal_interpretive,explicit_single_span,author_interpretation,support-heteroatom interaction–HER-stability enhancement,"Thanks to the strong interaction between Pt atoms with the N-site, both Pt–Ru dimers and Pt single atoms show better stability than the Pt/C catalysts.","[""Thanks to the strong interaction between Pt atoms with the N-site, both Pt–Ru dimers and Pt single atoms show better stability than the Pt/C catalysts.""]",the strong interaction between Pt atoms with the N-site,show better stability,better stability,[],"[{""key"": ""support_site"", ""value"": ""nitrogen site""}, {""key"": ""comparison"", ""value"": ""commercial Pt/C""}, {""key"": ""reaction_context"", ""value"": ""hydrogen evolution reaction""}]","[""mech_stability""]","[""EXPRESSES_PATTERN""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": null, ""page_id"": 3}]",1,"[""RELATION_CUE_MISMATCH""]","[{""code"": ""RELATION_CUE_MISMATCH"", ""detail"": ""Relation evidence does not lexically support PROMOTES."", ""field"": ""relation_evidence_phrase"", ""repairable"": true}]",[],,,,,,,,,,
19a8c4bdb836cbddb7b2,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:97de4f2566007b72213c,[main] whole document,main,concept_3,RelationPattern,True,ACCEPTED_PATTERN,accepted_pattern,Ru metal under the stated site-availability context,SELECTS,Pt–Ru dimer formation rather than Ru–Ru dimer formation,Ru metal under the stated site-availability context,SELECTS,Pt–Ru dimer formation rather than Ru–Ru dimer formation,correlational,explicit_single_span,author_interpretation,metal-identity–dimerization-partner selection,"The adsorption energies of Ru–Ru dimer on the perfect site and Pt–Ru dimer on the N-doped site were calculated to be −1.3 and −4.87 eV, which indicates that the Ru prefers to form the Pt–Ru dimer instead of Ru–Ru dimer.","[""The adsorption energies of Ru–Ru dimer on the perfect site and Pt–Ru dimer on the N-doped site were calculated to be −1.3 and −4.87 eV, which indicates that the Ru prefers to form the Pt–Ru dimer instead of Ru–Ru dimer.""]",the Ru,prefers to form,the Pt–Ru dimer instead of Ru–Ru dimer,[],"[{""key"": ""site_availability"", ""value"": ""most N-sites occupied by Pt atoms""}, {""key"": ""support_context"", ""value"": ""N-doped site versus perfect site""}, {""key"": ""dimerization_class"", ""value"": ""heteronuclear versus homonuclear""}]","[""obs_ptru_preference""]","[""EXPRESSES_PATTERN""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": null, ""page_id"": 3}]",1,[],[],[],,,,,,,,,,
bd02046cb27bfeb5b2b0,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:abbdd20424b9897295de,[main] whole document,main,concept_pt_modulates_h_ru_interaction,RelationPattern,True,ACCEPTED_PATTERN,accepted_pattern,Pt,MODULATES,H–Ru interaction,Pt,MODULATES,H–Ru interaction,causal_interpretive,explicit_single_span,author_interpretation,metal-mediated hydrogen-interaction modulation,"The inertaction between H and Ru could be modulated by the Pt through the synergetic effect, which results in the high HER activity.","[""The inertaction between H and Ru could be modulated by the Pt through the synergetic effect, which results in the high HER activity.""]",the Pt,could be modulated,The inertaction between H and Ru,[],"[{""key"": ""reaction_context"", ""value"": ""hydrogen evolution reaction""}]","[""mech_pt_ru_synergy""]","[""EXPRESSES_PATTERN""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": null, ""page_id"": 3}]",1,[],[],[],,,,,,,,,,
cce44416dd18209a4432,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:abbdd20424b9897295de,[main] whole document,main,concept_adsorption_induced_electronic_transition,DynamicState,False,KEPT_FRONTIER,paper_local_frontier,,,,,,,,,paper_result,adsorption-induced metal-to-semiconductor transition,"Furthermore, the first-principles calculation reveals that the Pt–Ru dimer could be easily changed from metal to semicondutor by the adsorption, leaving unoccupied orbtials.",[],,,,[],[],"[""calc_pt_ru_dft""]","[""EXHIBITS_DYNAMIC_STATE""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": null, ""page_id"": 3}]",1,[],[],[],,,,,,,,,,
e0a14f6ab9c943f6bd24,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:aed42cb2e2d2757ea88f,[main] whole document,main,frontier_synergetic_orbital_depopulation,ElectronicEffect,False,KEPT_FRONTIER,paper_local_frontier,,,,,,,,,author_interpretation,synergetic orbital depopulation during hydrogen adsorption,"Considering that dxz orbital of Ru becomes unoccupied by the synergetic effect of Pt–Ru dimer during the hydrogen adsorption, the interaction between the hydrogen and the dxz of Ru atom should be rather weak, which should be the main reason why the Pt–Ru dimer exhibits the superior HER as found in our experiment.",[],,,,[],[],"[""calc_dft_pt_ru""]","[""EXHIBITS_DYNAMIC_STATE""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": null, ""page_id"": 3}]",1,[],[],[],,,,,,,,,,
bfc0f4503b9c44fc1622,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:be8868e3262b4d891d07,[main] whole document,main,concept_pt_wl_total_varies_with_sample_class,RelationPattern,True,ACCEPTED_PATTERN,accepted_pattern,total Pt white-line value,VARIES_WITH,Pt-containing sample class,total Pt white-line value,VARIES_WITH,Pt-containing sample class,correlational,derived_multi_span,paper_result,Pt white-line total varies with sample class,| Pt foil                                                                                                                                                                                                                                                                       | 11564                            | 11566.6                             | 6.36                         | 13273                     | 13276.5                | 4.1             | 0.51             | 0.19             | 0.70  |,"[""| Pt foil                                                                                                                                                                                                                                                                       | 11564                            | 11566.6                             | 6.36                         | 13273                     | 13276.5                | 4.1             | 0.51             | 0.19             | 0.70  |"", ""| Pt single atom catalysts                                                                                                                                                                                                                                                      | 11565.5                          | 11567.7                             | 7.42                         | 13273.7                   | 13276.6                | 5.9             | 0.67             | 0.27             | 0.94  |"", ""| Pt-Ru dimers                                                                                                                                                                                                                                                                  | 11565.9                          | 11567.9                             | 8.13                         | 13273.6                   | 13276.7                | 7.9             | 0.72             | 0.37             | 1.09  |""]",,,,"[{""object_value"": ""Pt foil"", ""source_phrase"": ""| Pt foil                                                                                                                                                                                                                                                                       | 11564                            | 11566.6                             | 6.36                         | 13273                     | 13276.5                | 4.1             | 0.51             | 0.19             | 0.70  |"", ""subject_value"": ""0.70""}, {""object_value"": ""Pt single atom catalysts"", ""source_phrase"": ""| Pt single atom catalysts                                                                                                                                                                                                                                                      | 11565.5                          | 11567.7                             | 7.42                         | 13273.7                   | 13276.6                | 5.9             | 0.67             | 0.27             | 0.94  |"", ""subject_value"": ""0.94""}, {""object_value"": ""Pt-Ru dimers"", ""source_phrase"": ""| Pt-Ru dimers                                                                                                                                                                                                                                                                  | 11565.9                          | 11567.9                             | 8.13                         | 13273.6                   | 13276.7                | 7.9             | 0.72             | 0.37             | 1.09  |"", ""subject_value"": ""1.09""}]","[{""key"": ""measurement_type"", ""value"": ""Pt L3/L2-edge XANES white-line total""}]","[""group_wl_total""]","[""EXPRESSES_PATTERN""]","[{""asset_ids"": [], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": null, ""page_id"": null}]",1,[],[],[],,,,,,,,,,
ecb4ce497344d802c715,Kiwook_1,b68eca2bd9b812d0,6043a1adf9014787,Kiwook_1:main:e4d1f78d21d5eeeda86c,[main] whole document,main,concept_selective_ru_deposition_on_pt,RelationPattern,True,ACCEPTED_PATTERN,accepted_pattern,Ru deposition,SELECTS,Pt sites,Ru deposition,SELECTS,Pt sites,descriptive,explicit_single_span,author_interpretation,selective deposition of Ru on Pt,These results also directly demonstrate the selective deposition of Ru on Pt and the formation of dimer structures.,"[""These results also directly demonstrate the selective deposition of Ru on Pt and the formation of dimer structures.""]",selective deposition of Ru,selective deposition of,on Pt,[],"[{""key"": ""process"", ""value"": ""atomic layer deposition""}, {""key"": ""outcome"", ""value"": ""dimer formation""}]","[""obs_selective_ru_deposition""]","[""EXPRESSES_PATTERN""]","[{""asset_ids"": [""Kiwook_1:main:asset:0a647cc4cd7744b8""], ""document_id"": ""main"", ""document_role"": ""main"", ""locator_text"": ""Fig. 2g"", ""page_id"": 3}]",1,[],[],[],,,,,,,,,,
